List,Stimulus,Stimulus_raw,Stimulus_English,Category,Typicality,Typicality_class,Typicality_rating,AoA_rating,Familiarity_rating,Frequency_DlexDB,logFreq_WebXL_lemma,Length,NameAgrmnt_Avrg,Naming_Round,Picture,Audio_Name,Image_Link,Audio_Link,
2,Tiger,Tiger,tiger,animal,typical,1,1.65,2.65,3.05,7.848,5.04,4,98,1,Tiger_adjusted.jpg,Tiger.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Tiger_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Tiger.wav,
2,Kastagnette,Kastagnette,castanets,musical instrument,atypical,3,5,6,2,0.384,2.72,10,62,2,Kastagnette_new.jpg,Kastagnette.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Kastagnette_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Kastagnette.wav,
2,Feldsalat,Feldsalat,lamb's lettuce,vegetable,midtypical,2,2.65,4.1,4.15,0.384,3.998,9,88,2,Feldsalat_new.jpg,Feldsalat.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Feldsalat_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Feldsalat.wav,
2,Taxi,Taxi,taxi,vehicle,typical,1,1.3,3,4,4.259,4.974,5,98,1,Taxi_adjusted.jpg,Taxi.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Taxi_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Taxi.wav,
2,Wohnmobil,Wohnmobil,camper van,vehicle,atypical,3,3.8,5,3,0.082,4.657,8,91,1,Wohnmobil_adjusted.jpg,Wohnmobil.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Wohnmobil_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Wohnmobil.wav,
2,Oboe,Oboe,oboe,musical instrument,midtypical,2,3,5,2,1.022,3.713,4,34,1,Oboe_adjusted.jpg,Oboe.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Oboe_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Oboe.wav,
2,Weintraube,Weintraube,grape,fruit,typical,1,1,3,4,1.145,4.055,8,99,1,Weintraube_adjusted.jpg,Weintraube.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Weintraube_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Weintraube.wav,
2,Muschel,Muschel,sea shell,animal,atypical,3,4.65,2.5,3.9,7.145,4.536,5,99,1,Muschel_adjusted.jpg,Muschel.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Muschel_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Muschel.wav,
2,Aubergine,Aubergine,aubergine,vegetable,midtypical,2,2.5,5.947,3.4,0.262,4.417,8,90,1,Aubergine_adjusted.jpg,Aubergine.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Aubergine_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Aubergine.wav,
2,Jacke,Jacke,jacket,clothes,typical,1,1.3,2,5,10.546,5.358,4,83,1,Jacke_adjusted.jpg,Jacke.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Jacke_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Jacke.wav,
